word,count
xmsg,4
xnm,4
xnmp,4
xns,11
xpilot,3
xps,4
xss,4
xvttp,4
yahoo,6
yak,3
yamasita,7
yang,3
yes,42
yestrader,3
yet,5
yossi,3
you,98
your,36
zarkov,4
zenginkyo,8
zephyr,7
zero,4
zion,4
zip,7
zlib,6
zone,4
